Job,Company,Job_Type,Minimum_Experience,Posted_Date,Month,Year,Location,Degree,Tag1,Tag2,Tag3,Tag4,Tag5,Tag6,Tag7,Tag8,Tag9,Tag10,Tag11,Tag12,Tag13,Tag14,Tag15,Tag16,Tag17,Tag18,Language1,Language2,Language3,Language4,Language5,Language6,Language7,Language8,Language9,numTags,NumLag
Investor Relations Coordinator,Wolters Kluwer,Full time Position,1 - 3 Years,26/08/2016,Aug,2016, Zuid Holland, Bachelor,Finance and Economics,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Store Planner Nike Factory Stores Nike,Nike,Full time Position,3 - 5 Years,26/08/2016,Aug,2016, Noord Holland, Bachelor,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Trade Support Analyst,Optiver,Full time Position,1 - 3 Years,26/08/2016,Aug,2016, Noord Holland, Bachelor,Finance and Economics,Business Admin and Others,IT and Computer Science,Physics and Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,4,1
Procurement Specialist,Booking.com,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Payments by Booking Accountant,Booking.com,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Finance and Economics,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Language Specialist ?C Hungarian,Booking.com,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,Others,NA,NA,NA,NA,NA,NA,NA,3,2
Global Mobility Consultant - 9 month maternity cover with potential to go permanent,TomTom,Full time Position,3 - 5 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Human Resources,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Junior Software Test Engineer,Xsens Technologies B.V.,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Overijssel, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
IBM z Systems Cld/DevOps/API Economy Portfolio Marketing Professional,IBM,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,IT and Computer Science,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,4,1
IBM z Systems Cloud/DevOps/API Economy Content Marketing Professional,IBM,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,IT and Computer Science,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,4,1
Network Engineer,LeaseWeb,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Manager Customer Service E-Commerce,Crocs,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
JAVA SOFTWARE ENGINEER,CodeGuild,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Utrecht, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Web Marketing Specialist (Russian),Booking.com,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,Russian,NA,NA,NA,NA,NA,NA,NA,3,2
Web Marketing Specialist (Polish),Booking.com,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,Others,NA,NA,NA,NA,NA,NA,NA,3,2
Web Marketing Specialist (Indonesian),Booking.com,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,Others,NA,NA,NA,NA,NA,NA,NA,3,2
Web Marketing Specialist (US English),Booking.com,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
IA Security Engineer,Yokogawa,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Revenue and Accounting Analyst,Uniface,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Finance and Economics,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,French,NA,NA,NA,NA,NA,NA,NA,2,2
Internet-of-Things (IoT) Developer,ENTER BV,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Brabant, Bachelor,Electrical,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
CRM Manager,Scotch & Soda,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Pricing & Mechandising Analyst,Staples,Full time Position,3 - 5 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,IT and Computer Science,Physics and Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,4,1
Module Verification and Software Engineer,MAPPER lithography,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Electrical,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Jr. Software Designer,MAPPER lithography,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Software Designer / Physicist (Team: Beam Measurement System),MAPPER lithography,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Electrical,IT and Computer Science,Physics and Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Lead Xamarin Developer,Working Class Heroes,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
iOS Developer for High Performance App,Working Class Heroes,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Embedded SW Designer Connectivity,Philips,Full time Position,3 - 5 Years,25/08/2016,Aug,2016, Noord Brabant, Master,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Embedded SW Designer,Philips,Full time Position,3 - 5 Years,25/08/2016,Aug,2016, Noord Brabant, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Real Estate Transaction & Lease Coordinator (EMEA),Philips,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Finance and Economics,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Diagnostic Engineer,Yacht,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Brabant, Bachelor,Electrical,IT and Computer Science,Mechanical and Aerospace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
JUNIOR LINUX SYSTEM ADMINISTRATOR,Redwood Software,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Utrecht, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Technology Harmonisation Engineer ?C ESTEC,Terma B.V.,Full time Position,3 - 5 Years,25/08/2016,Aug,2016, Zuid Holland, Bachelor,Mechanical and Aerospace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,German,NA,NA,NA,NA,NA,NA,NA,1,2
Trade Execution Operator,Optiver,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Finance and Economics,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Intership Travel Coordinator Nike,Nike,Internship / Part Time,Entry,25/08/2016,Aug,2016, Noord Holland, Bachelor,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Innovation Program Intern,Rockstart,Internship / Part Time,Entry,25/08/2016,Aug,2016, Noord Holland, Bachelor,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Events & Operations Intern - December,Rockstart,Internship / Part Time,Entry,25/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Business & Marketing Intern,Rockstart,Internship / Part Time,Entry,25/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Business Development Intern,Rockstart,Internship / Part Time,Entry,25/08/2016,Aug,2016, Noord Holland, Bachelor,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Business Operations Specialist,Tesla Motors,Full time Position,1 - 3 Years,25/08/2016,Aug,2016, Noord Holland, Bachelor,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Digital Architect,IKEA,Full time Position,1 - 3 Years,24/08/2016,Aug,2016, Zuid Holland, Bachelor,Business Admin and Others,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
QA Engineer,SDL,Full time Position,1 - 3 Years,24/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Technology Engineer,TNT Express,Full time Position,3 - 5 Years,24/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
DE MA&I S&MT MTTR Repair and Recovery DE S&MT Hardware sequences upgrade engineer (DUV),ASML,Full time Position,1 - 3 Years,24/08/2016,Aug,2016, Noord Brabant, Master,Electrical,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Metrology Algorithm Designer and Data Scientist,ASML,Full time Position,1 - 3 Years,24/08/2016,Aug,2016, Noord Brabant, PhD,Electrical,IT and Computer Science,Physics and Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
MARKETING INTELLIGENCE & CONSUMER INSIGHTS ANALYST, G-Star,Full time Position,1 - 3 Years,24/08/2016,Aug,2016, Noord Holland, Master,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Pricing Analyst - Temporary,Idexx Europe BV,Full time Position,1 - 3 Years,24/08/2016,Aug,2016, Noord Holland, Bachelor,Finance and Economics,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Key Account Manager Global Accounts ?C EMEA,Booking.com,Full time Position,1 - 3 Years,24/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Operational Excellence Specialist,Booking.com,Full time Position,1 - 3 Years,24/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Competition Counsel,Booking.com,Full time Position,3 - 5 Years,24/08/2016,Aug,2016, Noord Holland, Bachelor,Legal,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Functional Controller Market Procurement and Market Project Procurement,Philips,Full time Position,3 - 5 Years,24/08/2016,Aug,2016, Noord Brabant, Bachelor,Finance and Economics,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
PSU (Power Supply) Engineer / Expert,ASML,Full time Position,1 - 3 Years,24/08/2016,Aug,2016, Noord Brabant, Bachelor,Electrical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Software Engineer Navigation Framework,TomTom,Full time Position,1 - 3 Years,24/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
team coordinator,Tommy Hilfiger,Full time Position,1 - 3 Years,24/08/2016,Aug,2016, Noord Holland, Master,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Senior Risk Advisor (Credit exposure Management),ING,Full time Position,3 - 5 Years,24/08/2016,Aug,2016, Noord Holland, Master,Finance and Economics,Business Admin and Others,Physics and Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Key Account Coordinator German Speaking,Crocs,Full time Position,1 - 3 Years,24/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,German,NA,NA,NA,NA,NA,NA,NA,2,2
Key Account Pricing Agent,DHL,Full time Position,1 - 3 Years,24/08/2016,Aug,2016, Limburg, Bachelor,Finance and Economics,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Sustainability Program Coordinator,Cargill,Full time Position,1 - 3 Years,24/08/2016,Aug,2016, Noord Holland, Master,Finance and Economics,IT and Computer Science,Physics and Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,French,German,NA,NA,NA,NA,NA,NA,3,3
Technology Harmonisation Engineer,HE SPACE,Full time Position,1 - 3 Years,24/08/2016,Aug,2016, Zuid Holland, Master,Mechanical and Aerospace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Internship at Sector Origination ECT,ABN AMRO Bank ,Internship / Part Time,Entry,24/08/2016,Aug,2016, Noord Holland, Bachelor,Finance and Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Material Supply Analyst,ASML,Full time Position,3 - 5 Years,23/08/2016,Aug,2016, Noord Brabant, Master,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Project Specialist HR&O,ASML,Full time Position,3 - 5 Years,23/08/2016,Aug,2016, Noord Brabant, Master,Human Resources,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Web Designer Amsterdam,Spotzer Media Group,Full time Position,3 - 5 Years,23/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Web Designer Italy,Spotzer Media Group,Full time Position,3 - 5 Years,23/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,Italian,NA,NA,NA,NA,NA,NA,NA,1,2
"Indirect Tax Specialist, IKEA Group",IKEA,Full time Position,3 - 5 Years,23/08/2016,Aug,2016, Zuid Holland, Bachelor,Finance and Economics,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Web editor (Full time),IKEA,Full time Position,1 - 3 Years,23/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Scientific Knowledge Manager,Danone,Full time Position,3 - 5 Years,23/08/2016,Aug,2016, Utrecht, Master,Biotech and Agricultural,Chemical and Material,Medical and Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Freelance Translator German -> English,Catawiki,Internship / Part Time,Entry,23/08/2016,Aug,2016, Noord Holland, Bachelor,Business Admin and Others,Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,German,NA,NA,NA,NA,NA,NA,NA,2,2
Freelance Translator English -> German,Catawiki,Internship / Part Time,Entry,23/08/2016,Aug,2016, Noord Holland, Bachelor,Business Admin and Others,Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,German,NA,NA,NA,NA,NA,NA,NA,2,2
Content Editor - Spanish,Catawiki,Full time Position,1 - 3 Years,23/08/2016,Aug,2016, Noord Holland, Bachelor,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,Spanish,NA,NA,NA,NA,NA,NA,NA,2,2
Customer Service Administrator,Philips,Full time Position,1 - 3 Years,23/08/2016,Aug,2016, Noord Brabant, Bachelor,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
EMEA Paid Search Marketing Manager - UberEATS,Uber,Full time Position,3 - 5 Years,23/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,IT and Computer Science,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,4,1
Experimental Physicist,MAPPER lithography,Full time Position,1 - 3 Years,23/08/2016,Aug,2016, Noord Holland, Bachelor,Physics and Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
French - Customer Service Temp - Warmond,O'Neill,Full time Position,1 - 3 Years,23/08/2016,Aug,2016, Zuid Holland, Bachelor,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,French,NA,NA,NA,NA,NA,NA,NA,1,2
European Supply Planner,KraftHeinz,Full time Position,1 - 3 Years,23/08/2016,Aug,2016, Utrecht, Master,Finance and Economics,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Partner Marketing Content Specialist,Booking.com,Full time Position,3 - 5 Years,23/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Senior Technical Support Engineer (9920),ServiceNow,Full time Position,3 - 5 Years,23/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,French,German,NA,NA,NA,NA,NA,NA,1,3
Brokerage Specialist,UPS,Full time Position,1 - 3 Years,23/08/2016,Aug,2016, Noord Holland, Bachelor,Legal,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
European Pricing Lead,Staples,Full time Position,3 - 5 Years,23/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Pricing & Merchandising Analyst,Staples,Full time Position,3 - 5 Years,23/08/2016,Aug,2016, Noord Holland, Bachelor,Finance and Economics,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Internal Accountmanager Enterprise,Staples,Full time Position,1 - 3 Years,23/08/2016,Aug,2016, Flevoland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Senior Data Scientists,IBM,Full time Position,3 - 5 Years,23/08/2016,Aug,2016, Noord Holland, Master,Finance and Economics,IT and Computer Science,Physics and Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Experienced Core Java Developer,CodeGuild,Full time Position,3 - 5 Years,23/08/2016,Aug,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
(Freelance) Wordpress Developer,Spotzer Media Group,Full time Position,1 - 3 Years,23/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Public Relations and Influencer Marketing Executive,Spil Games,Full time Position,3 - 5 Years,23/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
SEO Specialist,Bynder,Full time Position,1 - 3 Years,23/08/2016,Aug,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Enterprise Architect with focus on Data Architecture,ING,Full time Position,1 - 3 Years,23/08/2016,Aug,2016, Noord Holland, Master,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,German,NA,NA,NA,NA,NA,NA,NA,1,2
WO Workalong Internship Brand Design Manager Assistant,ING,Internship / Part Time,Entry,23/08/2016,Aug,2016, Noord Holland, Master,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
